article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_edition,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"ABORIGINAL  SOCIAL.  A  unique  social  was  held  at  Lawrence    on  Wednesday.  It  was  arranged  by  abori-  gals  of  the  Clarence,  and  most  parts of  the  district  was  presented.  The  notice        was  also  followed:  Admission,  1/  whitefellas,  2/.  Indies  -    cordially  invited.  Supper  provided.  The  dancing  was  not  of  the  native  cor-  rlored  fashion,  hut  the  programme,    which  was  not  exhausted  till  daybreak  compromised  the  dances  that  are  ordinaraly  found  on  the  bill  of  a  stylish  untied,.  mush  as  the,  waltz,  lancers,  and  mottisch,  ... A  European  pianist  applied  the  music,  and    a  local  Caterer  provided  refreshments.  Tho  women  went  to  a  lot  of  trouble  to aborn  themselves  for  the  occasion,  and  several  were  frocked  in  bright  coloured  mills.  Dan-    cing  shoes  were  purchased,  and  the  head-  gear  was  not  off  in  ruy  ribbons,  the  darking  being  loud  of  deep  colours.  This  is  the  sfirst  social  of'its  kind  that  has  been'.  held  in  the  district.      ""IUn  T'lillot  :Ia.  ?niAiec  g  Telnnaini  .  'The.  Manyor  ft  hlobart  mlreulated  tee  nct  h:im  .nt  eulrncial  receptioln,  SA  fire  kolrko  eut  earley  .?teteeley  morn  ine  in  no  ,e  wilnhmeln  erooeac  trL  atle  l~n  ran  nhaft  of  Illaoch  4i.mi  net  lrkrn.Itill,  The  Popplllet·h)iedn  erre  klestroynel,  endl  :work'  h  thee  mine  will.  beo  supniei?id  for  cano  Mlr,  1'tlddlell,  tihe  T?  tmurer,  'ne  tnnhaie  in  a  low  y(ara  e  he  Il  ockrn  nnat  w""ill  lie  anM  of  tInt  nonet  bOneauntil  Tlhcenr  of  Sycdl  ncy.  liBe  nlovernen't  hopIinl  ""to  reheliln!  tio  wh)lole  aniet,  nlHI  reenenv  ev.cyflenl'  Re  tn  ohnjecliatol  ninihreaele'r,  ""  o  Iieutetanlt  lhacle?ltoan,  Ithe  I  leter  ol  the  eouth  PIolaer  eoxanlitlon.'rh'  eriel  n  t  'o  eenu.tleo  by,  tIhe  Il.M.S.  Inlrdia  front  louldon  on  nMonday  ,lg  ht,.  A  Peace  StIC  tyl  wan  lornied  in  Sytdnoy  laset  enlpht.  T'lien  noolty  ewill  e  ln~'ntour.  to  naeure  the  ndlopllon  nl  nrihit'at·itot  la  In  tornatildlhtl  tliet,  .  -.",100451425,https://api.trove.nla.gov.au/v3/newspaper/100451425,ABORIGINAL SOCIAL.,Article,1907-11-27,2,2,"A unique social was held at Lawrence on Wednesday. It was arranged by aboriginals of the Clarence, and most parts of the district were represented. The notice",https://nla.gov.au/nla.news-article100451425?searchTerm=aboriginal,,367,Goulburn Herald (NSW : 1881 - 1907),212.93455505371094,very relevant
"ABORIGINAL  SUPERSTITION.   A  telegram  received  at  Adelaide  from  Oodnadatta  states  that  a  death  occurred  about  a  fortnight  ago  of  an  aborigine  named  ""Navy  Tom,""  a  black,  fine  physique,  whose  portrait  appears  on  the  cover  of  Foster  Fraser's  work  ""Quaint  Subjects  of   the  King.  This  native  was  comparatively  intelligent  and  civilised,  having  been  in  the  employment  of  whites  for  many  years,  and  physically  was  about  the  finest  type  in  the  north-west.  Yet  he  died  because  another  black,  an  enemy,  pointed  a  ""bone""  atl  him.  No  amount  of  reasoning  or  ridicule  on  the  part  of  the  whites  could  save  him.  Once  a  black  has  been  ""boned""  he  simply  wastes  away,  neither  easts  nor  sleeps  properly,  and  the  end  soon  comes.  The  aborigines  are  fatalists,  and  ""Navy  Tom""  was  no  except-  tion.  Referring  to  this  telegram  the  Pro-  tector  of  the  Aborigines.  Mr  South  said  that  as  far  as  he  knew  one  of  the  chief  superstitions  of  the  aboriginals  all  over  Australia  were  that  if  ""bone  were  pointed   at  a  man  his  doom  wan  sealed.  Perhaps  the  marked  man  would  not  see  his  enemy  pointing,  but  If  ho  onco  irol  Ihu  Idcii  inio  hln  lipnd  that  thu  ov,!l  deed  bnd  been  ddiio  iim  would  olmply  plnp  nwav  nnd'  (Ue,  After  his  donih  his  trlbo  would  ko  mi  qtitut  of  Hio  cnomy  who  ipritnitedi  th.1  'hum,'  nr  wn«  nllngcd  to  lmvo  rtono  m.  end  ondvnvnr  -o  tnko  nilinmarv  vpiiRHiiro.  'Mrnn'  wan  goncrnlly  n  M'ldk  wllh  lilororfly  plilo*  'ln.iorib(i(l  upon  II,  nnd  it  was  whldn'm  W'on  p.wpl  bv  Itfl  owner.  'In  tlio  foiiIDi.  mti  jxvrt  of  Bonth  Aiiiiriiilii,'  (iddcd  Mr,  &iutii,  'vory  few  nf  Uip  niioi-lirlnriiH  know  |«f  nnytlilupt  of  dlic  old  (rllwl  eii'toniR,  Vou  JeiiMiol  roly  nn  wlmt  thev  '.ay  olthei,  I  liotiprlt  T  lmvo  novor  found  thorn  lo  1m   «-iy  flngrnnt  Hnr«.  The  full  MoodH  nre  ljing  mil,  mid  tlio  whole  nipc  In  mei'irli'l!  Jnfo  (lint  nf  tihn  oonqvorliiK  wMle.i,  Our  ffi'ent  problom  loday  l'i  how  -Ia  deal  with  (ho  l,inrminln|»  numlior  nf  Imlf-milPA,  whn  rIiciiM  not  bn  nlloM'ed  tn  wnvdnr  nlmnl  Ilia  liwh  when  dliny  mlghl  cnillv  liooomo  d  ?  fi'i'nlild  nivniliDm  of  n  nlvlllwl  eonimunily,'",109780090,https://api.trove.nla.gov.au/v3/newspaper/109780090,ABORIGINAL SUPERSTITION.,Article,1909-11-09,4,4,"A telegram receive at Adela[?] from Oodmadatta stated that a death occurred about a fortnight ago of an aborigine named ""Navvy Tem,"" a black a fine physique",https://nla.gov.au/nla.news-article109780090?searchTerm=aboriginal,,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",212.93455505371094,very relevant
"Aboriginal  Stations.   At  a  recent  meeting  of  the  Aborigines  Board  in  Sydney,  a  report  was  read  from  the  local  board  at  Runnymede  re-    garding  the  aborigines  at  the  local home,  in  which  a  request  was  made  that  tools   be  supplied  for  the  use  of  the  institution.  It  stated  that  the  new  manager  was  giving  satisfaction,  and  that  there  were  a  large  number  of  young  children  at  the  place  that  required  attention,  and  that  there  was  no  school  within  some  miles  of    them.  The  secretary  was  instructed  to  make  enquiries  and  arrangements.  A  requisition  was  received  from  Runny-  mede  for  provisions,  at  a  cost  of  £33  14s,  and  was  approved.  A  report  from  the  Grafton  aboriginal  station  was  also  read.",127885170,https://api.trove.nla.gov.au/v3/newspaper/127885170,Aboriginal Stations.,Article,1901-05-03,2,2,"AT a recent meeting of the Aborigines Board in Sydney, a report was read from the local board at Runnymede regarding the aborigines at the local home,",https://nla.gov.au/nla.news-article127885170?searchTerm=aboriginal,,501,The Richmond River Herald and Northern Districts Advertiser (NSW : 1886 - 1942),212.93455505371094,very relevant
"Aboriginal  Murdered.   Tho  Commissioner  for  Police  has  re-  ceived  information  to  the  effect  that  an  African  negro  has  been  arrested  at  Burketown  on  a  charge  of  having  murdered  an  aboriginal.  It  appears  that  the  African   coveted  the  blackfellow's  wife,  and  treated  her  very  improperly.  He  was  running  away  with  her  when  the  woman's  husband  interfered,  and  the  African  immediately  killed  him.  Strange  to  say,  the  woman  has  not  been  seen  since  the  murder.",172575516,https://api.trove.nla.gov.au/v3/newspaper/172575516,Aboriginal Murdered.,Article,1902-12-26,2,2,"The Commissioner for Police has, received information to the offset that an African negro has been arrested at Burketown on a charge of having murdered",https://nla.gov.au/nla.news-article172575516?searchTerm=aboriginal,,840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",212.93455505371094,very relevant
"ABORIGINAL  IMPLEMENTS.   Dr.  Fritz  Noetling  read  a  paper  in  regard  to  the  names  of  na-  tive  weapons,  in  which  he  an-  alysed  carefully  all  that  is  known  in  regard  to  the  matter.  He  pointed  out  that  the  vocabulary  of  the  abori-  ginals  was  very  limited  in  extent.  Cal-  der,  whose  compilation  was  probably  the  most  comprehensive,  enumerated  only  1135  words,  some  of  which  were  unquestionably  adapted  from  European  sources.  The  results  of  his  investiga-  tion  tended  to  show  that  the  aborigin-  als  did  not  have  different  names  for  the  different  kinds  of  stone  imple-  ments  they  used.  If  it  could  be  prov-  ed,  as  he  thought  he  had  proved,  that  the  Tasmanian  natives  only  had  one  word  for  their  stone  implements,  and  it  was  by  no  means  too  rash  to  assume  that  those  races  which  populated  Eu-  rope  during  the  diluvial  and  tertiary  ages  also  used  one  word  to  designate  their  implements.  Mr.  R.M.  Johnstone  said  the  paper  was  one  of  the  most  important  he  had  listened  to.  Their  attention  hitherto  had  been  confined  to  the  things  them-  selves,  instead  of  to  the  language  ap-  plied  to  them.  Both  the  Tasmanian  and  Australian  races  would  afford  a  great  field  in  the  future  to  the  philolo-  gical  student,  and  Dr  Noetling  had  opened  up  a  question  that  would  be  pursued  with  great  interest.  It  was  the  beginning  of  a  very  important  study  in  connection  with  the  aborig-  inals.  He  pointed  out  that  already  an  important  work  had  been  perform-  ed  in  getting  phonographic  records  of  some  of  the  old  aboriginal  songs  and  speeches  by  the  late  Mrs.  Fanny  Smith,  who  was  the  last  living  des-  dendant  of  the  natives.  He  hoped  that  permanent  casts  of  these  records  would  be  made  ,  so  that  they  could  be  preserved  indefinitely.  They  would  he  justified  in  going  to  some  expense  to  preserve  these  last  records  of  an  extinct  race.  Mr.  H.  Ritz  said  that  there  was  no  record  of  the  actual  sounds  of  the  natives  gave  their  words.  The  records  were  very  meagre,  and  these  were  made  by  men  who  had  no  special  knowledge  of  philology.  The  number  of  words  in  the  aboriginal  language  was  small,  much  smaller  than  the  lists  which  had  been  drawn  up  would  lead  one  to  expect.  Many  of  the  words  appar-  ently  different  he  believed  to  be  really  blended,  and  the  apparent  difference  was  due  to  the  habit  the  Tasmanians  possessed,  in  common  with  the  South  Sea  Islanders,  of  interchanging  mem-  bers  of  various  sound  groups.  He  read  a  long  list  of  natives'  words  with  their  probable  meanings  and  conjectural  re-  lationships,  and  suggested  that  there  might  still  be  manuscripts  dealing  with  native  philology  in  existence  in  private  owners'  hands.  Dr.  Noetling  thought  that  Mr.  R.  M.  Johnstone's  suggestion  that  the  re-  cords  of  Mrs.  Fanny  Smith's  songs  and  speeches  should  be  preserved,  was  a  most  excellent  one.  The  object  of  his  paper  was  to  establish  whether  or  not  the  natives  gave  their  stone  imple-  ments  separate  named,  and  he  believ-  ed  it  could  be  shown  they  did  not.  Mr.  Bernard  Shaw  said  that  he  would  bring  the  question  of  getting  permanent  copies  of  the  Fanny  Smith  records  before  the  council.  Mr.  Russell  Young  thought  that  the  matter  of  expense  should  not  be  con-  sidered  if  they  could  obtain  permanent  records.  The  chairman  said  it  was  a  matter  of  regret  that  so  little  was  really  known  of  the  early  history  of  the  Tas-  manian  natives.  No  attempt  had  been  made  to  record  their  language  until  it  had  become  to  some  extent  corrupted  by  contact  with  Europeans  and  others.  He  thought  Dr.  Noetling's  paper  was  a  very  valuable  and  important  ome,  and  he  believed  it  was  only  one  of  many  that  would  be  equally  interest-  ing.  After  further  discussion,  the  meet-  ing  terminated.",180202782,https://api.trove.nla.gov.au/v3/newspaper/180202782,ABORIGINAL IMPLEMENTS.,Article,1908-10-13,7,7,"Dr. Fritz Noetling read a paper in regard to the names of na[?] weapons, in which he analysed carefully all that is known",https://nla.gov.au/nla.news-article180202782?searchTerm=aboriginal,,860,"Daily Post (Hobart, Tas. : 1908 - 1918)",212.93455505371094,very relevant
"ABORIGINAL  SHEARERS.   A  Victorian  contemporary  memtions  that  about  20  aboriginals  from  Swan  Hill  have  just  completed  a  shearing  contract  at  one  of  the  sheep  stations  in  the  Lin-  tons  district.  The  men,  who  were  ex-  perts  with  the  shears,  made  top  wages  in  their  work.",180396996,https://api.trove.nla.gov.au/v3/newspaper/180396996,ABORIGINAL SHEARERS.,Article,1905-11-23,2,2,A Victorian contemporary mentions that about 20 aboriginals from Swan Hill have just completed a shearing contract at one of the sheep stations in the,https://nla.gov.au/nla.news-article180396996?searchTerm=aboriginal,,834,Darling Downs Gazette (Qld. : 1881 - 1922),212.93455505371094,very relevant
"Aboriginal  Murders.   .  Information  has  been  received  in  Brisbane   that  the  inquiry  into  the  alleged  murders  of  aboriginals  by  troopers  in  the  northern  portion   Iiob  WumAfmolttiiaJ  -  TfwilltiA   tof  Queensland  has  been  concluded.'  It  Trill  be   remembered  that  the  Commissioner  of  Police   JpSr*  W.  E.  Parry-OkedenJ  left  Brisbane  come  time  ago  to  hold  the  inquiry  in  ^conjunction  with  Br.  Both.  The  taking  [of  evidence  was  .  concluded  yesterday   .  Hqreton,  and  Hr.  Okeden  leaves  Hot  Bertiehangh  to-day.  He  will  nrobably  ieave  for  Thursday  Island  on  Thursday.  {Information  has""  also  been  received   'that  the  Commissioner  ana  the  whole   '  'of  the  troopers  have  been  '  suffering   from  influenza.  As  to  the  result  of  the  inquiry,  it  is  stated  that  this  will  not  be  made  known  until  after  the  Commissioner  has  made  his  report  ,'to  the  Home  Secretary.  It  is  not  known   whether  the  Commissioner  will  make  an  in   spection  of  the  various  police  stations  en  route   *to  Brisbane.",183943404,https://api.trove.nla.gov.au/v3/newspaper/183943404,Aboriginal Murders.,Article,1902-09-26,24,24,Information has been received in Brisbane that the inquiry into the alleged murders of aboriginals by troopers in the northern portion of Queensland has been concluded. It Will be,https://nla.gov.au/nla.news-article183943404?searchTerm=aboriginal,,891,"The Week (Brisbane, Qld. : 1876 - 1934)",212.93455505371094,very relevant
"Aboriginal  Pensioners.   The  Mackay  Chronicle  learns  from  Subin-  spector  Martin  that  kindly  action  by  the  Government  has  been  taken  in  regard  to  two  aged  aboriginals  on  Dent  Island,  to  the  north  of  Mackay.  It  appears  that  the  two  blacks,  a  man  and  his  wife,  are  both  very  frail,  the  man  being  blind.  Incapable  of  helping  them-   selves  they  were  abandoned  by  their  tribe,  and  subsisted  solely  on  the  charity  of  tho  light-  house  staff  and  other  white  settlers  on  the  island.  The  matter  being  reported  to  the  Government,  Subinspeator  Martin,  as  pro-  tector  of  aborigines  for  tho  district,  was  in  structed  to  supply  the  aboriginals  with  rations,  and  this  is  now  being  done,  supplies  of  beef,  flour,  sugar,  tobacco,  &c,  being  forwarded  to  the  lighthouse-keeper  by  the  Government  launch  Relief  once  a  month,  and  being  there-  after  handed  to  the  sable  pensioners,  who  are  thus  provided  for  in  all  their  wants.  Blankets  have  also  been  sent,  and  thus  the  fives  of  this  aged  pair  have  been  made  pleasant.  The  course  pursued  seems  a  much  more  humane  one  than  sending  the  man  and  woman  to  Dunwich,  or  an  aboriginal  station  far  from  tho  scene  of  their  past  life.",184138325,https://api.trove.nla.gov.au/v3/newspaper/184138325,Aboriginal Pensioners.,Article,1901-07-05,2,2 S,"The Mackay Chronicle learns from Subinspector Martin that kindly notion by the Government has been taken in regard to two aged aboriginals on Dent Island, to the north",https://nla.gov.au/nla.news-article184138325?searchTerm=aboriginal,SECOND EDITION,840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",212.93455505371094,very relevant
"AM|M  tttaNfw*   j  A  mnui  torn  Wyiwiiwift  fW.A  i|  t  ««  Harfwitij  tim  •  mm  mrnt-4  !  i  Jalm  W«rd.  wfxt  Into  j**t  *  Ht^^rnHpS  fA  ^  I  ftaft  itatn  Will11#  vswi  ii|siwiMhWl   I  fUdrt,  *ft*Mgtt  ifo»  Iwtf  Wf  *  mniw  !   |  ttltif#  1*1  111*  ttttotlt  Wilt   I  fr«m  iW  IWi*  wril»  fftofei,  &lt•*  'Aw   j  irifWt  2*4  J—atj  H#  «w  Jfr*.  |  wwwt  bW  tmnftag  «  4*yH|lK  «*4  •  tofewn  to  *tw  Wjrw&lt8&lt»*»  ft'/Mpti*#*,  t  *to##  t|»*  »«•  *»wu'»'»""l  flu*  ""  twitem  ««w*«l  «n  *-bwi(pi*iil  atonal  '  iRtll?  *m  »«y&ltm»»n  4  bttftoa   tb*  apt**  W""»f&lti«  tljrtog   •#»■#  tafcaa.   i  Mto.  •■!  y**+   j  of  ■*»„  N*  4toi  ■«-  T«w»#rtl»  #»-w*  to    jwrito  ftototoi  tM-tt***)  futittg  *!*•««  ft  I  tot*  &lt1  4  tolVy.   At  Wnowkt  fijj  £~30fj  few  ■   Mi  *f»4  ©f  fit©  I  ft""*  Hm&t   &*l*r  A4*M*  OvMa  «.\.  •*#(   ii'tmwi  te  (W  ntwf*.  fWoNB**,,   i«  flic  W  «■#*'*  Hwprtft^,  fjst«ftii***«»ft4,  FtoAftaf***.  «w  W«ft-  '   aitft  11  f   «ww>*tW^r.  SI#  m»  wtalfiftH  **»  tl*  >:-'   em  iummtf  lT  mi  m  W*m&Kf   It  mmmmrj  tea  At*  'r''j   MwwtttMfe  *m  wwt,  InkI  tf#  ':'   8lWII#Sw.Wir'$y  O^lw^WtS.j  flfctWf   *|trt>  fWKtf  l##f  »«»  ©©©ft#  fcw  ftfftft  '''  dW  TV  iw^r  h»*  *-&lt»«»*  ray  pi-U&lt4   w  ti«»  «*ty  »l#  &ltNM*t  t«  '■   4y*y,«r»&lt»  **  MMprnt,  Mtkf  «■«)•  j   f*!  off*  jamiMtit   #*wt  'barf  I**  ewnMftwt  twf  tit©>  ii*     mr*.",191900405,https://api.trove.nla.gov.au/v3/newspaper/191900405,Aboriginal Outrages.,Article,1906-01-19,2,2,"A TELEGRAM from Wyndham (W. A.) on Sunday [?] that a [?] John Ward, who had [?] there from Hall's Creek, was [?]",https://nla.gov.au/nla.news-article191900405?searchTerm=aboriginal,,985,The Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 - 1954),212.93455505371094,very relevant
"ABORIGINAL  REMAINS.   In  connection  with  the  recent  discovery  of  human  bones  at  Hobartville,  near  Alpha,  and  which  were  forwarded  to  Dr.  Voss,  Government  Medical  Officer,  at  Rockhamp-  ton,  for  investigation,  his  report  has  been  received.  The  doctor  states  that  the  bones  are  those  of  an  aboriginal  -  an  adult  male  of  probably  an  advanced  age.  There  is  nothing  about  them  to  indicate  the  cause  of  death.  On  the  frontal  bone  was  a  de-  pression,  which  contained  a  small  piece  of  lead  which  looked  like  a  shot,  but  from  the  surrounding  indications  he  concluded  that  it  must  have  been  there  for  a  con-  siderable  time  before  death,  and  in  no  way  the  cause  of  it.  The  bones  consisted  of  four  pieces  of  the  skull,  the  right  collar  bone,  the  left  shoulder  blade,  a  right  arm  bone,  a  right  forearm  bone,  six  bones  of  the  hands  and  feet,  seven  ribs,  and  eleven  vertebrae.",19206444,https://api.trove.nla.gov.au/v3/newspaper/19206444,ABORIGINAL REMAINS.,Article,1903-05-19,7,7,"In connection with the recent discovery of human bones at Hobartville, near Alpha, and which were forwarded to Dr. Voss, Government Medical Officer, at",https://nla.gov.au/nla.news-article19206444?searchTerm=aboriginal,,16,The Brisbane Courier (Qld. : 1864 - 1933),212.93455505371094,very relevant
"ABORIGINAL  SPORTS.   Referring  to  the  hospital  aid  sports  at  Woolloongabba  to-morrow,  the  Southern  Protector  of  Aboriginals  (Mr  A  Meston)  assures  us  that  the  display  will  be  abso-  lutely  unique.  Apart  from  the  team  of  picked  men  from  Deebing  Creek,  the  fifteen  men  from  Durundur  represent  every  Queensland  type  of  aboriginal  and  thirteen  different  dialects  from  the  Logan  River  in  the  south  to  the  Archer  River  in  the  Cape  York  Peninsula.  The  woomera  spear  men  are  experts  from  the  woomera  spear-throwing  tribes  of  the  far  North,  and  the  return  boomerang  men  are  specially  selected,  and  include  repre-  sentatives  of  the  Fraser  Island,  Maranoa  and  Dawson  River  men,  who  will  throw  the  boomerang  exactly  as  it  was  thrown  a  hundred  jears  ago,  before  whites  ap-  peared  upon  the  scene.  The  warriors  selected  for  the  triumphal  procession  on  the  lorry  starting  from  the  Exhibition  it  11  o'clock,  come  from  Fraser  lsland,  Cooper's  Creek,  Mitchell  River,  Camoo-  weal,  the  Diamantina,  and  the  Archer,  all  armed  with  the  weapons  of  their  own  localities  The  tallest  man  is  6ft  4in.  Mr  Meston  considers  that  an  entertain-  ment  arranged  in  this  manner  is  not  only  something  new,  but  is  an  education  for  the  rising  generation.   The  No  1  Queensland  Bowkelt  Benefit  Building  SoeleU  held  it*  thirts-seventh  appropriation  moetine  at  the  National  Mutual  Chambers  on  \\  e<d:iesdav  Mr  C  I""  Wise  presided,  and  about  twentj  share-  holders  and  the  suretorv  (Mr  1  Bern)  were  present  Mrs  Read  and  Messrs  \\   \.  Wright  and  A  Vacken7le  *ere  doited  lo  conduct  the  ballot,  «.uri  Miss  Connie  Spnrkj,  acted  as  dravvei  The  successful  members  were  No  u""ô  (Tom  D  Holmes  ETO.  Winton  one  shnre)  No  281  (Mrs  Jane  Ifcoss,  Moorooka,  one  share),  and  No  195  trhomas  Rascv,  Browne-street,  Ne«  Farrtu,  two  shares),  clear  to  date,  and  consequent^  entitled  to  borrow  respeet  1vel>  £100  £100,  and  £200,  without  In-  terest,  ropavafcle  by  easj  instalments,  less  amount  of  subscriptions  alrcad>  paid  Tbe  next  baUot  was  announced  for  51st  October.",19244443,https://api.trove.nla.gov.au/v3/newspaper/19244443,ABORIGINAL SPORTS.,Article,1903-10-02,4,4,"Referring to the hospital aid sports at Woolloongabba to-morrow, the Southern Protector of Aboriginals (Mr. A. Meston) assures us that the display will be",https://nla.gov.au/nla.news-article19244443?searchTerm=aboriginal,,16,The Brisbane Courier (Qld. : 1864 - 1933),212.93455505371094,very relevant
"ABORIGINAL  RESERVES.   New  regulations  have  been  made  for  maintaining  discipline  and  good  order  upon  aboriginal  reserves.  The  superintendent  is  made  responsible  for  the  wel-   fare  and  control  of  the  reserve,  and  every  aboriginal  and  half-caste  while  on  the  reserve  shall  be  deemed  an  inmate.  Every  inmate  must  obey  all  reasonable  instruc-  tions  and  commands  of  the  superintent.   THE  CUP  HURDLE  RACE,  WON  BY  FLORIN.",20799942,https://api.trove.nla.gov.au/v3/newspaper/20799942,ABORIGINAL RESERVES.,Article,1905-11-18,21,21,New regulations have been made for maintaining discipline and good order upon aboriginal reserves. The superintendent is made responsible for the,https://nla.gov.au/nla.news-article20799942?searchTerm=aboriginal,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",212.93455505371094,very relevant
"ABORIGINAL  ART.   An  interesting  account  of  a  number  of  native  carvings  and  paintings  on  the  rocks  of  Depuch  Island,  Western  Australia,  will  be  given  in  a  paper  by  Mrs.  D.  M.  Bates,  prepared  for  the  Royal  Geographical  Society,  Melbourne.  The  writer  states  that in  every  place  where  an  outline  can  be  chipped  on  the  smooth  face  of  a  rock  there  were  drawings  and  carvings  on  the  island  of  the  animals,  birds,  fishes,  men,  &c.,  which  have  been  chipped  for  countless  ages  by  the  aboriginal  inhabitants.  Mrs.  Bates  had  no  time  to  examine  all  the  examples,  but  she  suggests  that  the  number  and  variety  of  the  carvings,  their  undoubted  age,  and  the  glimpse  they  give  of  native  art  as  limned  in  the  days  when  the  world  was  young,  render  them  specially  worthy  of  in-  vestigation.The  island  which  contains  this  treasure  house  of  ancient  aboriginal  art  is  situated  on  the  west  coast  of  Western  Aus-  tralia,  between  the  Yule  and Shirlock  Rivers,  and  it  can  be  reached  by  walking   across the  rocks from  the main  shore when  the  tide  is  low.—Melbourne Herald.                  Further  Late  News  on  Page  2.",208592031,https://api.trove.nla.gov.au/v3/newspaper/208592031,ABORIGINAL ART.,Article,1905-08-10,1,1,"An interesting account of a number of native carvings and paintings on the rocks of Depuch Island, Western Australia, will be given in a paper by Mrs. D. M.",https://nla.gov.au/nla.news-article208592031?searchTerm=aboriginal,,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",212.93455505371094,very relevant
"ABORIGINAL  ATROCITIES   INFORMATION  has  been  received  from  Gul-  gong  to  the  effect  that  at  1  p.m.  on  Monday  two  aboriginals,  armed  with  one  rifle  and  a    tomahawk,  murdered  Alexander  M'Kay  an   elderly  married  selector,  residing  at  Sports-  man's  Hollow,  two  miles  from  Ulan,  and  about  twelve  miles  from  Gulgong    and  that  they  also  seriously  wounded  Mrs.  M'Kay.  The  aboriginals  are  believed  to  have  fled  from  Breelong,  via  Merrygoen,  after  the  murders  at  Mawbey's  house,  to  six  miles  north  Gulgong,  where  they  were  seen  at  daybreak,  thence  to  Sportsman's  Hollow.  They  stole  two  horses  and  one  saddle  from  Mr.  M  Kay's  house,  and  are  believed  to  have  gone  towards  Wollar,  where  the  country  is  difficult  and  mountainous.  The  distance  across  country  from  Breelong  is  ,  about  sixty  miles.  Later  news  concerning  the  murder  by  blacks  near  Gulgong  states  that  Mrs.  M'Kay  is  dead.  The  husband  and  wife  were  mutilated  with  a  tomahawk.  An  adopted  daughter  of  the  M'Kays  was  threatened,  but  escaped.  It  is  surmised,  that  the  cause  of  the  massacre  was  M'Kay's  refusal  of  food  to  the  blacks,  who  were  armed  with  re  peater  rifles.  After  M  Kay  was  murdered  his  horse  and  accoutrements  were  stolen  from  the  residence.  A  messenger  states  that  the  previous  deeds  of  the  blacks  were  unknown  to  M  Kay.  -  Early  On  Monday  morning,  two  places  near  Gulgong  were  stuck  up  for  food  by  the  blacks,  who,  on  being  supplied,  threatened  the  suppliers  with  loss  of  their  lives  if  their  presence  was  disclosed  to  the  police.  The  blacks  said  that  they  would  murder  others,  and  that  they  would  never  be  taken  alive.  A  telegram  from  tho  police  at  Merriwa  states  that  on  Tuesday  two  aboriginals  murdered  a  -woman  and  a  child,  and  seriously  wounded  two  other  women.",234783600,https://api.trove.nla.gov.au/v3/newspaper/234783600,ABORIGINAL ATROCITIES,Article,1900-07-27,3,3,"INFORMATION has been received from Gulgong to the effect that at 1 p.m. on Monday two aboriginals, armed with one rifle and a tomahawk, murdered Alexander M'Kay, an",https://nla.gov.au/nla.news-article234783600?searchTerm=aboriginal,,1226,The Grafton Argus and Clarence River General Advertiser (NSW : 1874 - 1875; 1879 - 1882; 1888; 1892; 1899 - 1922),212.93455505371094,very relevant
"ABORIGINAL  ARRESTED.   Advice  was  received  yesterday  that  the  Aboriginal  M'Tanna,  who  has  been  wanted  in  connection  with  the  murder  of  a  black  named  ""Paddy.""  had  been  arrested  by  Acting-Sergeant  O'Sullivan  and  Constable  Davies  near  Geraldton.  For  the  past  three  weeks  Davies  and  a  black  tracker  have  instituted  an  exhaustive  search,  and  during  that  time  have  crossed  some  very  difficult  and  mountainous   country.",32137751,https://api.trove.nla.gov.au/v3/newspaper/32137751,ABORIGINAL ARRESTED.,Article,1909-03-26,4,4,"Advice, was received yesterday that the Aboriginal M'Tanna, who has been wanted in connection with the murder of a black named ""Paddy.""",https://nla.gov.au/nla.news-article32137751?searchTerm=aboriginal,,62,Cairns Morning Post (Qld. : 1907 - 1909),212.93455505371094,very relevant
