article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"Aboriginal  housing   The  Minister  for  Aborigin-  al  Affairs,  Senator  Cav-  anagh,  said  today  that  Abori-  ginal  Hostels  Ltd  recently  had  bought  three  buildings  in  Brisbane  in  a  cost  of  $482,000  to  provide  accom-  modation  for  transient  Abori-  gines  seeking  employment.   The  purchases  were  the  Apia  Private  Hotel,  for   $235,000,  the  Elan  Motel,  for  $215,000,  both  in  the  Bris-  bane  suburb  of  New  Farm,  and  a  house  at  Indooroopilly  for  $32,000.   They  will  house  about  100  people.   The  purchases  were  part  of  the  Government's  campaign  to  provide  suitable  accom-  modation  for  transient  Abori-  gines  in  Queensland.",110782308,https://api.trove.nla.gov.au/v3/newspaper/110782308,Aboriginal housing,Article,1974-06-08,9,9,"The Minister for Aboriginal Affairs, Senator Ca[?]anagh, said today that Aboriginal Hostels Ltd recently",https://nla.gov.au/nla.news-article110782308?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.66183471679688,very relevant
"Aboriginal  issues   Senator  Bonner  (Lib,  Qld)  will  speak  on  the  issues  of  the  Aurukun  and  Morn  ington  Island  Aboriginal  communities  at  a  public  meeting  of  the  Human  Rights  Council  at  the  H.  C.  Coombs  Lecture  Theatre,  ANU,  tonight  at  eight   o'clock.",110911778,https://api.trove.nla.gov.au/v3/newspaper/110911778,Aboriginal issues,Article,1978-09-25,2,2,"Senator Bonner (Lib, Qld) will speak on the issues of the Aurukun and Mornington Island Aboriginal communities at a public meeting of the Human",https://nla.gov.au/nla.news-article110911778?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.66183471679688,very relevant
"Aboriginal  evidence   The  Department  of  the  Interior  would  examine  what  help  could  be  given  to  enable  Northern  Terri-  tory  Aborigines  to  submit  evidence  to  a  board  of  inquiry  into  the  Territory's  health  service,  the  Minis-  ter  for  the  Interior,  Mr  Hunt,  said  yesterday.   He  was  replying  to  the  Leader  of  the  Opposition,  Mr  Whitlam,  who  had  asked  whether  senior  legal  counsel  would  be  appoin-  ted  to  assist  the  board,  as  had  been  done  for  the  in-  quiry  into  general  practi-   tioners'  fees  in  NSW.   Mr  Hunt  said  it  was  a  well  established  practice  that  persons  who  wished  to  appear  on  a  voluntary  basis  before  a  commission  or  committees  of  inquiry  did  so  on  the  basis  of  meeting  their  own  costs  of  attendance.   He  would  have  discus-  sions  with  department  officers  to  see  that  Aborig-  ines  could  give  as  much  evidence  as  possible  to  the  board  which  would  travel  throughout  the  Northern  Territory.",102206238,https://api.trove.nla.gov.au/v3/newspaper/102206238,Aboriginal evidence,Article,1972-03-29,16,16,The Department of the Interior would examine what help could be given to enable Northern,https://nla.gov.au/nla.news-article102206238?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.64430236816406,very relevant
"Aboriginal   cause   Sir,  -  There  has  been  con  siderable  publicity  given  recently  to  the  collection  of  funds  in  sup  port  of  Aborigines  and  it  appear?  that  there  arc  people  in  Canberra  who  are  keen  to  provide  finan  cial  assistance  but  who  are  nat  urally  concerned  to  know  how   this  assistance  is  distributed.   With  help  given  by  both  the  Commonwealth  and  State  Gov  ernments.  Save  the  Children  Fund  administers  pre-schools  throughout  Australia  specifically  for  Aboriginal  children  who  ur  gently  need  to  be  helped  to  take  the  first  step  towards  obtaining  a  formal  education.  The  NSW  di  vision  alone  administers  10  pre  schools  in  that  State  catering  for   well  over  200  children.   1  can  assure  anyone  interested   in  supporting  this  cause  that  the.  whole  ot  any  funds  will  he  used  directlv  for  this  purpose.  The  Canberra  branch  ot  Save  the  Children  Fund,  as  with  all  othei  branches,  is  supported  by  mem  bers  who  give  their  services  free  of  any  char.ce.  Furthermore,  any  donation  over  S2  is  tax  deduc  tible.  Should  anyone  wish  to  ob  tain  more  information  on  the  work  of  the  fund  I  would  be  only  too  happy  to  provide  it  Any  donations  will  be  promptly  acknowledged.   (Mrs)  M.  R.  HI  RSI  licakin.   Sir,  -  Recently  a  consider  able  number  of  Canberra  people  attended  the  Action  Conference  on  Racism  at  Queensland  Uni  versity.  The  conference  proved  to  be  an  eye-opener  on  the  prob  lems  faced  by  the  vast  mnioritv  of  Aborigines.   A  serious  problem  facing  young  Aborigines  is  a  chronic  shortage  of  reading  material   Delegates  from  Palm  Island,  a  large  Aboriginal  reserve  lying  ofl  the  north  Queensland  coast   spoke  of  the  difficulties  facing  Aboriginal  children  on  the  island  who  are  learning  to  read.  Ap  parentlv  there  is  an  almost  com  plete  absence  of  suitable  mater  ial  which  is  so  essential  foi  developing  reading  skills.   It  was  decided  to  launch  an  appeal  to  collect  dictionaries,  encyclopedias,  school  readers  and  novels  suitable  for  the  age  groups  5  to  15.  If  any  readers  have  such  reading  material,  they  could  send  it  to  the  following   address:   Palm  Island  Appeal.  SRC  Office.  ANU  PO  Box  4.   Canberra.  ACT.   These  books  need  not  neces  sarily  be  in  good  condition.  Most   families  with  schoolchildren  gradually  accumulate  old  school  readers  and  text  hooks.  It  re  quires  onlv  a  small  effort  to  send  them  to  people  whose  need  is   verv  ereat.   TIMOTHY  MORRIS  ANU.",101758836,https://api.trove.nla.gov.au/v3/newspaper/101758836,Aboriginal cause,Article,1972-02-28,2,2,"Sir, — There has been considerable publicity given recently to the collection of funds in support of Aborigines and it appears",https://nla.gov.au/nla.news-article101758836?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.6310577392578,very relevant
"Aboriginal   voice   Sir,  —  Does  Harry  Penrith  (Letters,  December  30),  realise   what  he  has  done?   He  has  played  straight  into  the  hands  of  those  many  white  Australians  who  have  long  decried  Charles  'Perkins  as  a  racist,  a  radical,  a  trouble  maker,  a  stirrer  .  .  .  and  so  on.   That  sends  over  10  years'  '  dedicated  work  straight  down   the  drain.   He  must  admu  that  Charles  Perkins  was  the  first  person  to  make  white  Australians  listen  to  the  true  injustices,  hardships,  indeed  anguish,  of  Aboriginal  Australians.  Whether  we  like  it  or  not,  we  are  fully  aware,  now.   As  one  of  the  most  reported   —  and  mis-reported  —  people  in  Australia,  Charles  Perkins  has  never  had  the  advantage  of  a  press  secretary,  speechwriter  or  public  relations-man.  So  he  often  speaks  ""off  the-  cuff""  and  sometimes  makes  inaccurate  statements,  irrelevant  accusa  tions  and  contradictory  com   ments.   But  basically  he  gets  home  the  message  that  all  was  not  well  —  and  still  is  not  well  —  with  Aboriginal  affairs.   So  don't  start  us  doubting  this  truth.  I  do  not  believe  thsre  is  a  party,  organisation  or  lead  er  in  the  world  that  speaks  ""as  one  voice""  for  everyone  within  that  group.   Work  separately  if  you  must.  But  be  constructive,  not  de  structive.  Trying1  to  destroy  per  sonalities  has  not  appeared  to  get  our  white  politicians  liked  or   trusted.   I  do  not  believe  it  can  further  the  Aboriginal  cause  either.   MARGARET  MACRAE  Curtin.  ,",102194561,https://api.trove.nla.gov.au/v3/newspaper/102194561,Aboriginal voice,Article,1975-12-31,2,2,"Sir,—Does Harry Penrith (Letters, December 30), realise what he has done? He has played straight into",https://nla.gov.au/nla.news-article102194561?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.6310577392578,very relevant
"Aboriginal  legislation   i  nc  uovernmeni  win  introduce   the  Aborigines  and  Torres  Strait  Islanders  (Queensland  Reserve  and  Communities  Self-Management)  Bill  in  the  House  of  Representatives  today.   The  Government  hopes  the  Bill  will  pass  all  stages  today  and,  when  law,  will  prevent  the  Queensland  Government  from  taking  over  the  Aurukun  and  Mornington  Island   missions.",110890746,https://api.trove.nla.gov.au/v3/newspaper/110890746,Aboriginal legislation,Article,1978-04-05,1,1,The Government win introduce the Aborigines and Torres Strait Islanders (Queensland Reserve and Communities Self-Management),https://nla.gov.au/nla.news-article110890746?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.6310577392578,very relevant
"Aboriginal  art   The  artist  Narritjin  and  Dr  H.  C.  Coombs  after  the  opening  of  an  exhibition  of  works  by  Narritjin   and  his  son,  Banapana,  at  the  Hope  Building,  ANU,  last  night.",110927222,https://api.trove.nla.gov.au/v3/newspaper/110927222,Aboriginal art,Article,1978-12-05,3,3,"The artist Narritjin and Dr H. C. Coombs after the opening of an exhibition of works by Narritjin and his son, Banapana, at the Hope Building, ANU, last night.",https://nla.gov.au/nla.news-article110927222?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.6310577392578,very relevant
"Aboriginal  deaths   THE  deaths  of  seven  more  Aboriginal  babies  from  a  squalid  unemployed  camp  at  Camooweal,  north-west  Queensland,  have  evoked  the   usual  obscene  spectacle  of  inter-governmental  buckpass-  ing.  Federal  and  State  Govern  ments  and  the  Mt.  Isa  Shire  Council  all  blame  each  other  for  neglect  of  conditions  that  they  have  all  known  about  for  months.  Avon  Downs  and  Soudan  Stations  in  the  Northern  Ter  ritory,  from  which  some  of  the  people  were  driven,  have  now  been  brought  into  the  picture.  Because  of  the  temporary  publicity  spotlight,  a  little  action  by  one  authority  or  an  other  may  be  expected  in  north-west  Queensland.  But  Camooweal  is  only  a  microcosm  of  the  Aboriginal  situation  throughout  Austra  lia.  Last  year,  Nancy  Young,  of  CuruiamuUa,  had  to  serve  time  before  sympathetic  medical  evidence  proved  her  baby  to  have  died  not  from  neglect,  but  from  poverty  caused  malnutrition.  This,  as  the  Queensland  Institute  of  Medical  Research  points  out  year  after  year,  is  the  basic  reason  why  the  rate  of  Aboriginal  child  deaths  ex  ceeds  that  of  the  total  Aus  tralian  population.  All  Governments  and  all  employers  share  responsibility  for  the  condition  of  Austra  lian  Aborigines.  So  do  all  white  racists  —  no  matter  what  class  they  come  from.   The  Camooweal  babies  may  not  have  died  quite  in  vain  if  this  latest  example  engenders  a  bit  stronger  support  for  the  basic  claims  of  the  Aborigines  —  full  equality,  full  social  ser  vices,  special  help  in  trade  and  other  training,  compensa  tion  for  the  years  of  near  slavery  and,  above  all,  the  right  to  run  their  own  affairs  on  their  own  lands.  This  demands  removal  of  all  discriminatory  legislation  such  as  the  Queensland  Act,  and  (  large-scale  Commonwealth  ex-  penditure  along  the  lines  of  the  Post-war  Reconstruction  Training  Scheme.   E.  B.  Brisbane  (Name  and  address  supplied)",237503351,https://api.trove.nla.gov.au/v3/newspaper/237503351,Aboriginal deaths,Article,1970-11-18,11,11,"THE deaths of seven more Aboriginal babies from a squalid unemployed camp at Camooweal, north-west",https://nla.gov.au/nla.news-article237503351?searchTerm=aboriginal,1002,"Tribune (Sydney, NSW : 1939 - 1991)",212.6310577392578,very relevant
"Aboriginal   film   PRODUCTION  of  'The   Legend  of  Jinini',  the  first  in  a  series  of  Aborig  inal  legends  called  'The  Dreamtime',  has  been  made  by  F.N.Q.  Film  Productions  of  Mareeba.  Queensland.   The  fil>w  which  cecals  with  the  Aboriginal  conception  of  the  origin  of  men.  and  death  and  re-incarnation,  was  lilm  cd  on  Cape  York  Peninsula.   Care  was  taken  to  -repro  duce  the  Aboriginal  way  of  life  as  closclv  as  possible.  The  director  of  FNQ  Film  Productions.  Mr  Cor  .lacobi,  said  in  a  statement  issued  on  Monday  that  he  was  con  centrating  on  legends  for  the  preservation  of  Australia's  heritage  and  the  material  for  the  legends  was  devised  from  storytellers  and  research  into  interviews  with  Aboriginal  customs.  m   Production  oi  another   in  the  series,  'The  Bulhu   Bullai  Sisters'  has  begun.",110787739,https://api.trove.nla.gov.au/v3/newspaper/110787739,Aboriginal film,Article,1974-11-13,25,25,"PRODUCTION of 'The Legend of Jinini', the first in a series of Aboriginal legends called 'The",https://nla.gov.au/nla.news-article110787739?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.469482421875,very relevant
"ABORIGINAL  SEMINAR   What  do  you  know  of  the  Aboriginal  Land  Rights  or  the  Aboriginal  Law?  Would  you  like  to  learn  more  of  our  Australian  Aboriginal?  Then  come  to  the  mini  seminar  on  the  Aboriginal  on  Tuesday,  July  20,  at  8  p.m.  The  venue  is  the  Methodist  Church  Hall  and  the  Kingston  Methodist  Women's  Fellowship  have  invited  Mrs  G.  Elphick  of   Adelaide  to  address  the  seminar,  which  shoulct  prove  a  most  enlightening  evening.  Mrs  Elphick,  perhaps  better  known  as  the  mother  of  Mr  Tim  Hughes,  of  Lucindale,  helped  fojrm  the  S.A.  Council  of  Aboriginal  Women  and  has  been  president  since  its  inception  five  years  ago.  Last  January,  Mrs  Elphick  became  an  MBE  f(W  her  work  amongst  the  aboriginal  people;  a  n  award  also  granted  to  'her  son  for  similar  activities.  The  Fellowship  have  also  invited  Mrs  Ron  Bonney  of  Kingston  to  speak  about  the  tribal  Aboriginal  and  display  her  drawings.  Question  time  will  be  allowed  and  supper  will  be  provided.  Everyone  is  welcom  e  and  there  is  no  admission  charge.",276871089,https://api.trove.nla.gov.au/v3/newspaper/276871089,ABORIGINAL SEMINAR,Article,1971-07-15,7,7,What do you know of the Aboriginal Land Rights or the Aboriginal Law? Would you like to,https://nla.gov.au/nla.news-article276871089?searchTerm=aboriginal,1879,The South-East Kingston Leader (SA : 1962 - 1976),212.469482421875,very relevant
"Aboriginal  rights    Sir,  ---  to  the  letter   by  Peter  Hughes  (The  Canberra  Times,  November  30).  The  existing  Aboriginal  special  schools  are  equal  to  apartheid,  lhe  curriculum  is  designed  not  to  stimulate  or  develop  the  intellect  of  the  child  to  its  fullest  potential,  nor  to  present  subjects  relevant  to  the  children's  life  style  or  cultural  background,  but  is,  in  fact,  designed  to  foist  on  to  these  children  the  maximum   amount  of  white  culture  and  mechamcal  skills  (writing  etc)  at  the  least  possible  cost  to  the  Government.  Students  require  a  period  of  study  at  ""post-  primary""  schools  to  bridge  the  gap  between  primary  level  and  high  school.   The  end  product  which  the  special  educational  system  pro-  duces  are  mainly  detribalised,  white-oriented,  poorly  educated  people,  capable  of  performing  manual  labour  and  signing  the   boss's  receipt  book  on  pay  days.  Those  rare  people  who  sur-  vive  the  special  schools  system     and,after  16-18  years  as   students,  are  then  capable  of     better  employment,  such  as  mechanics  and  typists.  Where  are  the  Aboriginal  doctors,  the   lawyers  and  the  fully  qualified   Aboriginal  teachers?   With  reference  to  reserve   lands  (Letters,  November  23),  Dr  Hughes  has  again  tried  to  mislead  the  public.  All  Ab-  original  reserves  are  in  fact   Crown  land  designated  as   Aboriginal  reserves.  Should  white  interests,  such  as  mining  companies,  occupy  reserve  land,  such  land  continues  to  be  designated  as  reserve.   However,  instances  can  be  quoted  of  Aboriginal  people  wishing  to  occupy  and  develop  land  classified  as  a  reserve,  from  which  the  original  occupants  nave  been  removed,  either  by  economic  pressure  or  eviction  only  to  be  told  that  the  land  has  been  reclassified  and  is  no  longer  a  reserve  area.   The  Government  claims  that  a  reserve  ceases  to  be  a  reserve  when  not  in  use  or  occupied.   Maps  available  from  the  shire  council  offices  at  Bermagui  show  1,700  acres  at  Wallaga  Lake  as  original  reserve  land,  The  Gov-  ernment  claims  the  reserve  area  is  135  acres.  The  people  are   using  and  occupying  only  11   acres.    By  the  Government's  own  definition,  only  11  acres  can  be   reserve.   The  Aboriginal  people  have  no  knowledge  of  borders  or  boundaries  and  when  the  Gov-  ernment  subtracted  17  acres  of  the  choicest  land  at  the  lake     now  the  site  of  some  20  white-owned  holiday  cottages,  and  added,  a  similar  acreage   ""back  in  the  bush  somewhere""  the  people  were  not  informed  as   to  its  location.   Quite  literally,I  say    to  Dr  Hughes    that  the  Aboriginal   people  do  want  to  know  just   where  the  reserves  are.   Using  the  Government's  definition  of  when  a  reserve  is  not,  a.  reserve,  actual  reserve  lands  in  the  whole  of  Australia  could  not  be  more  than  a  few  thousand  acres.  On  the  other  hand,  officially  designated  re-   serves  are  shrinking  alarmingly   in  the  fertile  eastern  States.   Adding  a  few  thousand  square  miles  of  desert  in  the  Northern  Territory  will  not  help  the  Aborigines  in  NSW,  where  re-  serves  have  shrunk  from  11,  000   acres  to  5,500  acres  in  six  years.   For  Dr  Hughe's  information,   I  have  had  ""consultation"",  or  as   I  prefer  to  say,I  have  talked   with  Aborigines  from  all  over   Australia  and  have  travelled  in   the  eastern  States  and  as  far  as  Alice  Springs.  I  do  know  the  at-  titudes  of  these  people  to  land   rights  and  other  Aboriginal  issues.  I  do  not  claim  to    to  represent   Aborigines,  only  to  be  sup-   ported  by  many  of  them.  The   Aboriginal  people  will  only  have  representatives  when  they   are  able  to  vote  for  reserved  black  seats  in  Parliament.   How  many  Aborigines  does  Dr  Hughes  represent?   Pat  Eatock   Black  Liberation  candidate   for  the  ACT  Dodds  Place,  Watson.   Sir,  -  Anyone  who  saw  the  ABC  program  'A  Big  Country'  on  Thursday  Novem-  ber  23,  which  starkly  revealed  the  hopeless  situation  of  the  Aborigines,  would  not  be  human  if  he  or  she  did  not  feel  a  seething  anger  and  a  bitter  re-  sentment  towards  a  Government  that  has  enjoyed  23  years  of  uninterrupted  rule.   The  churches  of  this  land  raise  an  occasional  plaintive  cry  on  these  matters  but  sadly  they  are  pathetically  half-hearted.  The  Church  could  and  should  nag  consistently  and  loudly  at  the  national  conscience  and  more  specifically  at  the  national  Government,  if  only  to  prove  that  they  really  do  believe  in  the  teachings  of  Christ.   As  they  fail  quite  miserably  in  this  area  (they  appear  terri  fied  at  any  hint  of  Church  radicalism  and  defensive  to  the  point  of  impotence)  sadly  they  can  only  be  dismissed  as  irrele-  vant,  which  brings  us  back  to  those  guardians  and  rulers  of  our  nation  for  the  past  23  years  -  the  Liberal-Country  Party   coalition.   Question:  Can  any  member  of  the  Government  stand  with  head  erect  and  claim  to  have  done  his  best  for  a  once  proud  race  of  people,  or  indeed  any  thing  at  all  worth  recording?  The  answer  screams  at  us.   The  last  quarter  of  a  cen-  tury  is  an  indictment  against  our  rulers,  comprising  a  shame  they  will  have  to  carry  for  ever;  what  a  tragic  waste  of  an  opportunity  to  restore  dignity  and  pride!   In  so  many  ways  this  affluent,  lucky  land  of  ours  could  lead  the  world  illustrating  to  others  the  innovations  and  imagination  that  Australia  so  badly  needs.  Instead  the  McMahon  Govern-  ment  defends  itself  on  every   count  whilst  bombarding  us  with  abusive,  negative  rhetoric  against   the  ALP.   We  have  the  Churches  on  the  one  hand  resting  in  complacent  peace  and  a  Government  .on  the  other  that  is  callous,  arrogant  and  morally  bankrupt.   Sir,  this  Government  must  go  -  it  is  up  to  us.  I  close  with  the  words  of  Omar  Khayyam:   Ah  Love!  Could  you  and  I  with   fate  conspire   To  grasp  this  sorry  Scheme  of   Things  entire,   Would  we  not  shatter  it  to  bits   and  then   Re-mould  it  nearer  to  the   Heart's  desire.   JOHN  WHISTANCE  Hackett  Court,  Hackett.",110623218,https://api.trove.nla.gov.au/v3/newspaper/110623218,Aboriginal rights,Article,1972-12-01,2,2,"Sir,— To reply to the letter by Peter Hughes (The Canberra Times, November 30). The existing Aboriginal special",https://nla.gov.au/nla.news-article110623218?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.37074279785156,very relevant
"Aboriginal  land   The  Northern  Land  Council  and  the  Central  Land  Council  in  the  Northern  Territory  had  been  asked  to  nominate  members  of  the  land  trusts  which  would  hold  title  to  Aboriginal  traditional  land,  the  minister  for  Aboriginal  Affairs,  Mr  Viner  said  yesterday.   He  said  that  when  the  trusts  were  established  he  would  be  able  to  make  recommendations  to  the  Governor-General  for  the  grant  of  title  to  the  land.   The  Land  Rights  Act,  which  was  proclaimed  in  January  provide/  that  members  of  a  land  trust  should  be  Aboriginals  living  in  the  local  area  or  whose  names  appear  in  the  register  of  traditional  owners  maintained  by  the  appropriate  land  councils.   Mr  Viner  said  that  although  the  Act  did  not  set  down  any  special  guidelines  for  the  method  of  selection  of  nominees,  it  was  to  be  expected  that  they  should  be  men  of  high  repute  among  other  traditional  owners.  •  .",110843912,https://api.trove.nla.gov.au/v3/newspaper/110843912,Aboriginal land,Article,1977-05-03,16,16,"The Northern Land Council and the Central Land Council in the Northern Territory had been asked to nominate members of the land trusts which would hold title to Aboriginal traditional land, the",https://nla.gov.au/nla.news-article110843912?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.37074279785156,very relevant
"Aboriginal   rights   Sir,  -  As  an  ""Australian""  of  European  origin,  I  am  aware  that  .I  see  the  contact  between  the  Aus  tralians  and  the  English  in  the  18th  century  from  a  perspective  differing  somewhat  from  that  of  most  of  my  contemporaries.   Since  March  IS,  1976,  when  an  offer  to  use  part  of  my  house  (made  on  December  2,1975),  was  accepted  by  representatives  of  the  National  Aboriginal  Consultative  Committee,  my  awareness  of  the  inherent  re  sistance  to  ""new  Australians""  values  by  descendants  of  the  original  Aus  tralians  has  been  brought  to  a  high  pitch.   In  this  context  I  see  the  present   situation  faced  by  the  Australians  of  Aurukun  and  Mornington  Island,  in  relation  to  the  conflict  between  the  Governments  of  Queensland  and  ""The  Commonwealth  of  Australia""  as  of  special  significance.   I  do  not  believe,  for  example,  that  the  decision  of  the  Privy  Council  (which  overturned  the  decision  of  the  Supreme  Court  of  Queensland  in  favour  of  the  Australians  of  Aurukun),  handed  down  on  January  26,  was  made  public  on  that  date  by   coincidence.   Eric  Koo'oila,  an  elder  of  the  Wikmunkan  tribe,  and  until  recently  a  member  of  the  Aurukun  Shire  Council,  invited  me  to  visit  Aurukun  recently.  This  I  did  between  July  26  and  August  1,  and  I  met  many  of  the  people  there.   Eric  explained  to  me  the  moral  situation  of  his  people,  namely  that   they  have  never  been  dealt  with  as  free  people.  He  compares  his  people  with  the  roots  of  a  tree  which  are  embedded  in  the  land,  and  our  people  with  the  leaves  which  come  and  go.   My  own  knowledge  of  Australian  history  shows  that  no  war  was  ever  declared  by  the  English  against  the  Australians,  that  no  treaties  were  ever  made  by  the  English  Crown  with  any  Australian  tribe,  and  that  the  Australians  and  their  descen  dants  were  left  in  ""limbo""  from  1788  to  the  present  day.   Surely  it  is  time  for  all  concerned,  including  the  English  Crown,  to  make  some  ""treaty""  arrangement  with  the  Australians  to  relieve  the  tensions  of  the  Aurukun  type,  that  exists  throughout  Australia?   JOHN  C.  F.  MOLONEY  Red  Hill.",110905502,https://api.trove.nla.gov.au/v3/newspaper/110905502,Aboriginal rights,Article,1978-08-29,13,13,"Sir, — As an ""Australian"" of European origin, I am aware that I see the contact between the Australians and the English in the 18th",https://nla.gov.au/nla.news-article110905502?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.37074279785156,very relevant
"Aboriginal   equality   Sir,  —  The  recent  Aboriginal  uprising  has  caused  considerable  consternation  among  the  -white  Australian  population,  which  sees  it  as  the  revolt  of  the  minor  ity  to  resist  the  masses.   Is  it  not  time  that  we.  the  so   called  unprejudiced  race  of  people  who  are  the  white  masses,  cast  aside  our  contemptable  atti  tude  of  racism  in  an  honest  ef  fort  to  see  and  thus  understand  the  black  Australians'  problems?   In  view  of  the  fact  that  we  like  to  consider  ourselves  as  an  unprejudiced,  free-and-easy  race,  scounful  of  racism,  as  is  proved  in  our  disapproval  of  the  treat  ment  of  the  South  African  blacks,  1  feel  that  the  attitude  of  our  community  in  saying  ""be'  ware  of  the  .  black  man""  has  a  high  degree  of  irony  attached  to   it.   In  many  other  nations,  in  both  modern  and  ancient  times,  the  suppression  of  the  minority  has  led  to  a  complete  revolt  of  those  suppressed.  It  should  be  seen  and  noted  that  because  we  are  Australian  does  not  mean  that  this  will  not  happen  to  us.   The  racial  problem  in  Austra  lia  is  already  an  explosive  situ  ation,  and  any  further  suppres  sion  must  lead  to  the  general  re  volt  of  the  Aboriginal  people.  Aboriginal  pride  and  honour  cannot  be_  cast  aside  for  the  sake  of  the  white  Australian  pride.   In  conclusion,  I  believe  that  if  our  society  is  to  go  forward,  and  is  to  prevent  the  retardation  that  racialism  js  capsiog.we  miist  give  the  black.  Australians  a  fair  go.  After  all,  is  not  equality  the  basis  of  morality?   PAULINE  REES  Ainslie.",110770484,https://api.trove.nla.gov.au/v3/newspaper/110770484,Aboriginal equality,Article,1974-04-03,2,2,"Sir,—The recent Aboriginal uprising has caused considerable consternation among the white Australian population, which",https://nla.gov.au/nla.news-article110770484?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.359130859375,very relevant
"Aboriginal  alcoholism   People  from  Benalongs  Haven,  an  Aboriginal  alcohol  ism  program  using  Alcoholics  Anonymous  methods,  met  the  Minister  for  Aboriginal  Af  fairs,  Mr  Vincr,  last  night  to  seek  further  support  for  their   work.   Benalongs  Haven  has  three  houses  in  Sydney,  two  for  men  and  one  for  women,  and  a  farm  at  Kcmpsey,  NSW,  for  its  programs.  In  four  years,  more  than  1,200  men  and  women  have  passed  through  the  program,  the  or  ganisers  claiming  a  success  rate  of  more  than  30  per  cent.   The  main  forcc  behind  Benalongs  Haven  is  Miss  Val  Bryant.  ""I  am  an  alcoholic  my  self"",  she  said  yesterday.  ""I  am  in  my  14th  year  of  sobriety"".   The  program  is  run  completely  by  alcoholics  and  has  spread  afield  of  Sydney.   Mr  Vincr  said  after  the  meeting  that  he  had  reassured  the  people  that  it  would  be  able  to  buy  a  bus  to  service  the  new  women's  centre,  to  replace  an  old  bus  and  promised  that  the  question  of  a  bus  for  the  farm  project  would  be  looked  at.",110865529,https://api.trove.nla.gov.au/v3/newspaper/110865529,Aboriginal alcoholism,Article,1977-09-14,3,3,"People from Benalongs Haven, an Aboriginal alcoholism program using Alcoholics Anonymous methods, met the",https://nla.gov.au/nla.news-article110865529?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),212.359130859375,very relevant
"'  ABORIGINAL  ARTS   The  Foundation  for  Aboriginal  Affairs  has  opened  a  fascinating  art  gallery-cum-shop  in  Sydney.  It's  called  ADINA—an  aboriginal  word  for  ""good"".  Outside  museums  and  private  collections,  you  won't  see  any  better  quality  pieces  than  the  bark  paintings  and  artefacts  at  Adina.  Everything  is  imagi-  natively  displayed  and  informa-  tively  labelled—and  almost  all  the  pieces  are  for  sale.  The  shop  stocks  a  great  variety  of  authentic  traditional  art  objects:  boomerangs  (that  really  work!),  shields,  firesticks,  didgeridoos,  bullroarers  and  barks.   ""When  one  achieves  success,  the  motive  to  match  it  with  everything  about  you  is  very  powerful""",230398615,https://api.trove.nla.gov.au/v3/newspaper/230398615,ABORIGINAL ARTS,Article,1974-08-01,19,19,The Foundation for Aboriginal Affairs has opened a fascinating art gallery-cum-shop in Sydney. It’s called ADINA—an,https://nla.gov.au/nla.news-article230398615?searchTerm=aboriginal,1187,"Tharunka (Kensington, NSW : 1953 - 2010)",212.359130859375,very relevant
"ABORIGINAL  'PAYBACK'   ALICE  SPRINGS,  Mon,  AAP  —  One  man  is  dead  and  another  man  seriously  injured  follow-  ing  what  is  believed  to  be  ""payback""  spearings  at  the  Aboriginal  settlement  of  Papunya,  about  200  km  west  of  Alice  Springs.  An  Alice  Springs  police  spokesman  said  the  seriously  ill  man,  whose  name  has  not  been  released,  had  been  speared  in  both  legs.  The  spokesman  said  four  Alice  Springs  police  officers  had  left  for  Papunya  as  soon  as  news  of  the  spearings  reached  them  on  Saturday.",250158667,https://api.trove.nla.gov.au/v3/newspaper/250158667,ABORIGINAL ‘PAYBACK’,Article,1977-10-04,7,7,"ALICE SPRINGS, Mon, AAP — One man is dead and another man seriously injured following what is believed to be “payback” spearings at the Aboriginal settlement of Papunya, about 200",https://nla.gov.au/nla.news-article250158667?searchTerm=aboriginal,1376,Papua New Guinea Post-Courier (Port Moresby : 1969 - 1981),212.359130859375,very relevant
